movieId,imdbId,title,year,genres,director,actors,plot,rating,runtime,language,country,poster
80,tt4896340,James Bond,2015,Action|Comedy,"Vasil Kacarov, Macha Sai Kishore, Sai Kishore Macha","Allari Naresh, Sakshi Chaudhary, Ashish Vidyarthi",Nani (Allari Naresh) is a trepid and fearful guy who works as a software engineer. Bullet (Sakshi Chaudhary) is a mafia don in Dubai. Her mother doesn't know about Bullet's profession. Bullet is forced to come back to India when her mother falls ill. Her mother's last wish is to get Bullet married. That's when Nani falls in love at first sight with Bullet when she visits a temple wearing a traditional dress. Rest of the story is all about what happens when a coward like Nani marries a gangster girl without knowing her real profession.,5.2,142 min,Telugu,India,https://m.media-amazon.com/images/M/MV5BNGM1Zjg5MmEtZjVlOC00NzM3LWEzMjktMGMwMTMwY2ZmMjVkXkEyXkFqcGc@._V1_SX300.jpg
81,tt0223426,Happy Anniversary 007: 25 Years of James Bond,1987,Documentary,Mel Stuart,"Roger Moore, Timothy Dalton",An hour documentary on the history of Bond for the 25th anniversary of the film series.,6.7,49 min,English,United States,https://m.media-amazon.com/images/M/MV5BMzgwMTljODgtZmE4Yy00YjQyLWJlNDctODNkNDViNjM2MzJiXkEyXkFqcGc@._V1_SX300.jpg
82,tt0114982,The World of James Bond,1995,Documentary,"Paul Hall, Tom Shelly","Elizabeth Hurley, Chris Connelly, Andie MacDowell","Elizabeth Hurley hosts a one hour documentary on the history of the James Bond film series to tie in with the seventeenth Bond film, GoldenEye.",6.6,60 min,English,"United States, United Kingdom",https://m.media-amazon.com/images/M/MV5BOGVhM2YzZjctNGY1Yy00ODZkLWJmYTEtMTAzM2MwOWNiNDEzXkEyXkFqcGc@._V1_SX300.jpg
83,tt11610250,Daniel Craig vs James Bond,2020,Short|Action|Adventure,Miles Jay,"Daniel Craig, Blanca Parés","Starting with a high-speed taxi sequence, Daniel is constantly recognized as James Bond by surprised locals as he hunts down his missing passport.",8.3,2 min,"English, Spanish","United Kingdom, Italy",https://m.media-amazon.com/images/M/MV5BMjJiNjRjZmItODczYi00YWE4LWJhNGYtNDJmNDllYjdkMzVjXkEyXkFqcGdeQXVyMTY1MTcxMzc@._V1_SX300.jpg
84,tt0255268,James Bond,1999,Comedy,Baiju Kottarakkara,"Aby, Indrans, Janardanan",Five friends in hiding after their local business goes bankrupt stumble upon a baby that changes their lives.,5.0,N/A,Malayalam,India,https://m.media-amazon.com/images/M/MV5BZTI1M2VmMjAtMDIxNy00OWY4LWJkOTEtZWZlMzJhZTA5OGUzXkEyXkFqcGc@._V1_SX300.jpg
85,tt0274814,The Secrets of 007: The James Bond Files,1997,Documentary,Mark Cowen,"Peter Coyote, Sean Connery, Leonard Maltin",N/A,6.4,60 min,English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BNDE3NDc2ZjQtYTYzYy00Zjk0LWIxMGYtYTViNmJkYmEzOTE1XkEyXkFqcGc@._V1_SX300.jpg
86,tt0848228,The Avengers,2012,Action|Sci-Fi,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson","Loki, the adopted brother of Thor, teams-up with the Chitauri Army and uses the Tesseract's power to travel from Asgard to Midgard to plot the invasion of Earth and become a king. The director of the agency S.H.I.E.L.D., Nick Fury, sets in motion project Avengers, joining Tony Stark a.k.a. the Iron Man; Steve Rogers, a.k.a. Captain America; Bruce Banner, a.k.a. The Hulk; Thor; Natasha Romanoff, a.k.a. Black Widow; and Clint Barton, a.k.a. Hawkeye, to save the world from the powerful Loki and the alien invasion.",8.0,143 min,"English, Russian",United States,https://m.media-amazon.com/images/M/MV5BNGE0YTVjNzUtNzJjOS00NGNlLTgxMzctZTY4YTE1Y2Y1ZTU4XkEyXkFqcGc@._V1_SX300.jpg
87,tt4154796,Avengers: Endgame,2019,Action|Adventure|Sci-Fi,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos's actions and undo the chaos to the universe, no matter what consequences may be in store, and no matter who they face...",8.4,181 min,"English, Japanese, Xhosa, German",United States,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_SX300.jpg
88,tt4154756,Avengers: Infinity War,2018,Action|Adventure|Sci-Fi,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment, the fate of Earth and existence has never been more uncertain.",8.4,149 min,English,"United States, Norway",https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg
89,tt2395427,Avengers: Age of Ultron,2015,Action|Adventure|Sci-Fi,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo","Tony Stark creates the Ultron Program to protect the world, but when the peacekeeping program becomes hostile, The Avengers go into action to try and defeat a virtually impossible enemy together. Earth's mightiest heroes must come together once again to protect the world from global extinction.",7.3,141 min,"English, Korean","United States, South Korea, Cambodia",https://m.media-amazon.com/images/M/MV5BODBhYTg1NGQtNGVmNS00ZTdiLThjYTYtZDFkNzRiNTZmNDZjXkEyXkFqcGc@._V1_SX300.jpg
90,tt0118661,The Avengers,1998,Action|Adventure|Sci-Fi,Jeremiah S. Chechik,"Ralph Fiennes, Uma Thurman, Sean Connery","British Ministry Agent John Steed, under direction from ""Mother"", investigates a diabolical plot by archvillain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",3.8,89 min,English,United States,https://m.media-amazon.com/images/M/MV5BZTA4ZmZlZWQtZDRlYS00ZWZhLTk0MzEtYjExMGIzMTBlZDNlXkEyXkFqcGc@._V1_SX300.jpg
91,tt0491703,Ultimate Avengers: The Movie,2006,Animation|Action|Adventure|Sci-Fi,"Curt Geda, Steven E. Gordon, Bob Richardson","Justin Gross, Grey Griffin, Michael Massee, Marc Worden","In 1945, Captain America, U.S. soldier created with a Super-Soldier Serum, is fighting the Nazis during World War II, and after averting a nuclear disaster, he falls into the icy waters of the North Atlantic, and frozen in suspended animation, only to be revived in the twenty-first century by the American military, who are hoping that they can recreate the serum in Captain America's blood in order to create more super-soldiers. But now, with the world facing the very same evil, Captain America must rise again as our last hope of survival, and lead a strong-willed team of today's superheroes.",6.7,72 min,"Spanish, English",USA,https://m.media-amazon.com/images/M/MV5BMTYyMjk0NTMwMl5BMl5BanBnXkFtZTgwNzY0NjAwNzE@._V1_SX300.jpg
92,tt0803093,Ultimate Avengers II,2006,Animation|Action|Adventure|Sci-Fi,"Will Meugniot, Dick Sebast, Bob Richardson","Justin Gross, Grey Griffin, Michael Massee, Marc Worden","The mightiest of heroes the ultimate Avengers must continue their war against the same aliens they fought. This time, the aliens and Captain America's old enemy Herr Kleiser (the alien shape shifter who supposedly died in 1945), are invading a hidden city in Africa, where the Black Panther is king. But when Kleiser murders the Black Panther's father T'Chaka, Black Panther travels to the U.S.A. to get advice from Captain America. The Avengers must travel to Africa, where a bloody war will be waged against the invading aliens.",6.6,73 min,"Spanish, English",USA,https://m.media-amazon.com/images/M/MV5BZjI3MTI5ZTYtZmNmNy00OGZmLTlhNWMtNjZiYmYzNDhlOGRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
93,tt1259998,Next Avengers: Heroes of Tomorrow,2008,Animation|Action|Adventure|Family|Fantasy|Horror|Sci-Fi,"Jay Oliva, Gary Hartle","Noah Crawford, Brenna O'Brien, Aidan Drummond, Dempsey Pappion",The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,6.3,78 min,English,USA,https://m.media-amazon.com/images/M/MV5BMTQ3NjExNjY4N15BMl5BanBnXkFtZTcwNTczODkwNQ@@._V1_SX300.jpg
94,tt3482378,Avengers Confidential: Black Widow & Punisher,2014,Animation|Action|Adventure|Family|Sci-Fi,Kenichi Shimizu,"Jennifer Carpenter, Brian Bloom, John Eric Bentley, Grant George","After interfering with a top secret mission, THE PUNISHER is taken into custody by S.H.I.E.L.D. AGENT and AVENGER, BLACK WIDOW. At the orders of Director Nick Fury, Punisher and Black Widow are sent on a mission to stop LEVIATHAN, a global terrorist organization, that plans to sell stolen S.H.I.E.L.D. technology to the highest bidder. Now, the vigilante and spy must work together to prevent this technology from falling into the wrong hands. The fate of the world, and of the AVENGERS, hangs in the balance.",5.8,83 min,"Japanese, English","USA, Japan",https://m.media-amazon.com/images/M/MV5BMTU2MDg0Njk4MF5BMl5BanBnXkFtZTgwMTY0OTIyMTE@._V1_SX300.jpg
95,tt0077292,Crippled Avengers,1978,Action|Drama,Cheh Chang,"Chen Kuan-Tai, Feng Lu, Phillip Chung-Fung Kwok","A wealthy kung fu expert, who is turned bitter and evil by the slaying of his wife and the loss of his son's hands, bullies a town through terror and force. They find pleasure and satisfaction by crippling those who stumble in their way. Four of those who are crippled, a hawker who is blinded, a blacksmith made mute and deaf, a drifter who loses his legs, and a fighter who loses his sanity, band together to use their disabilities to the best of their advantage. The four are tested time and time again, and demonstrate their strengths and abilities.",7.3,104 min,"Mandarin, Cantonese",Hong Kong,https://m.media-amazon.com/images/M/MV5BYjU2ODU5NzMtMzQ2NC00MmI5LWI1NjMtNmRmMjMzOTMxNWZhXkEyXkFqcGc@._V1_SX300.jpg
96,tt10872600,Spider-Man: No Way Home,2021,Action|Adventure|Fantasy,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch","Peter Parker's secret identity is revealed to the entire world. Desperate for help, Peter turns to Doctor Strange to make the world forget that he is Spider-Man. The spell goes horribly wrong and shatters the multiverse, bringing in monstrous villains that could destroy the world.",8.2,148 min,"English, Tagalog",United States,https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_SX300.jpg
97,tt0145487,Spider-Man,2002,Action|Adventure|Sci-Fi,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe","Based on Marvel Comics' superhero character, this is a story of Peter Parker who is a nerdy high-schooler. He was orphaned as a child, bullied by jocks, and can't confess his crush for his stunning neighborhood girl Mary Jane Watson. To say his life is ""miserable"" is an understatement. But one day while on an excursion to a laboratory a runaway radioactive spider bites him... and his life changes in a way no one could have imagined. Peter acquires a muscle-bound physique, clear vision, ability to cling to surfaces and crawl over walls, shooting webs from his wrist ... but the fun isn't going to last. An eccentric millionaire Norman Osborn administers a performance enhancing drug on himself and his maniacal alter ego Green Goblin emerges. Now Peter Parker has to become Spider-Man and take Green Goblin to the task... or else Goblin will kill him. They come face to face and the war begins in which only one of them will survive at the end.",7.4,121 min,English,United States,https://m.media-amazon.com/images/M/MV5BZWM0OWVmNTEtNWVkOS00MzgyLTkyMzgtMmE2ZTZiNjY4MmFiXkEyXkFqcGc@._V1_SX300.jpg
98,tt2250912,Spider-Man: Homecoming,2017,Action|Adventure|Sci-Fi,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr.","A young Peter Parker/Spider-Man begins to navigate his newfound identity as the web-slinging super hero Spider-Man. Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark. Peter tries to fall back into his normal daily routine - distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man - but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened.",7.4,133 min,"English, Spanish",United States,https://m.media-amazon.com/images/M/MV5BODY2MTAzOTQ4M15BMl5BanBnXkFtZTgwNzg5MTE0MjI@._V1_SX300.jpg
99,tt0316654,Spider-Man 2,2004,Action|Adventure|Sci-Fi,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina","Peter Parker is an unhappy man: after two years of fighting crime as Spider-Man, his life has begun to fall apart. The girl he loves is engaged to someone else, his grades are slipping, he cannot keep any of his jobs, and on top of it, the newspaper Daily Bugle is attacking him viciously, claiming that Spider-Man is a criminal. He reaches the breaking point and gives up the crime fighter's life, once and for all. But after a failed fusion experiment, eccentric and obsessive scientist Dr. Otto Octavius is transformed into super villain Doctor Octopus, Doc Ock for short, having four long tentacles as extra hands. Peter guesses it might just be time for Spider-Man to return, but would he act upon it?",7.5,127 min,"English, Russian, Chinese",United States,https://m.media-amazon.com/images/M/MV5BNGQ0YTQyYTgtNWI2YS00NTE2LWJmNDItNTFlMTUwNmFlZTM0XkEyXkFqcGc@._V1_SX300.jpg
100,tt4633694,Spider-Man: Into the Spider-Verse,2018,Animation|Action|Adventure,"Bob Persichetti, Peter Ramsey, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.",8.4,117 min,"English, Spanish","Canada, United States",https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg
